ID,Forward,Side,Capture Time,Result Time,Active
0,6.244224821004794,-0.9581186932679903,1696809503.0346146,1696809504.215709,True
1,10.704989761458297,-1.3843542081811058,1696809503.0346146,1696809504.216059,False
0,6.246409091527575,-0.9617208261760275,1696809503.2172194,1696809505.233883,True
1,10.72157580207645,-1.3664881281386334,1696809503.2172194,1696809505.246297,False
0,6.195187779107709,-1.0396150280600318,1696809504.1708708,1696809506.2506087,True
1,11.023425700315359,-0.7176583654284556,1696809504.1708708,1696809506.2508974,False
0,6.213889332633769,-1.0420170328965326,1696809505.1647677,1696809507.2306685,True
1,10.915481058882808,1.0913650445389722,1696809505.1647677,1696809507.23098,False
0,6.200607186408111,0.9250880024004026,1696809506.114836,1696809508.2079937,True
1,11.135337825502845,-0.1301219645160315,1696809506.114836,1696809508.2083042,False
0,6.478325233848709,-0.004005719405147494,1696809507.2299888,1696809509.2343047,True
0,5.885957089631419,-1.53261986236267,1696809508.1225276,1696809510.2343311,True
0,5.698780658174396,-1.8949399952066164,1696809509.0843005,1696809511.2997255,True
0,5.260527972823263,-2.4952683153725395,1696809510.1255994,1696809512.251089,True
1,9.673742325787634,3.3564042555517575,1696809510.1255994,1696809512.2514617,False
1,9.72026999934392,-3.619755598164867,1696809511.252434,1696809513.1835449,True
1,9.61814033359852,-3.462514776038797,1696809512.2052865,1696809514.1147506,True
1,9.443277733319361,-3.2968115388188584,1696809513.1534615,1696809515.084439,True
1,9.741655938066959,-2.7326357017441634,1696809514.0276172,1696809516.036727,True
0,4.653772520487375,-2.0453589310003744,1696809514.9892585,1696809517.0440164,True
1,9.748756882544395,2.100875609923301,1696809514.9892585,1696809517.0443027,False
0,4.60817887175554,-1.8383215340442733,1696809515.936961,1696809518.0615396,True
0,4.582780572418072,-1.6152275365792337,1696809516.9039013,1696809519.1367445,True
0,4.34825909127957,1.4369681715038143,1696809518.0522811,1696809520.2025547,True
1,9.056959897899066,1.3414760646860313,1696809518.0522811,1696809520.2032852,False
0,4.220142784702507,-1.415449217182645,1696809519.1219645,1696809521.284116,True
1,9.183633866043323,-0.7840319066743757,1696809519.1219645,1696809521.2844555,False
0,3.966540430379955,-1.3715188728936887,1696809520.132362,1696809522.377036,True
1,8.517580519382792,-1.5587878491756264,1696809520.132362,1696809522.3785427,False
0,3.7927395717492907,-1.383157735916408,1696809521.2812438,1696809523.433046,True
1,8.576350806214993,-1.2600697674105719,1696809521.2812438,1696809523.4333572,False
0,3.5969604932161188,-1.393027037797778,1696809522.269274,1696809524.5124867,True
1,8.121305589301299,1.3811856440865387,1696809522.269274,1696809524.520707,False
0,3.347017507931941,-1.4177804359376025,1696809523.4274035,1696809525.5005739,True
1,8.269963305173626,0.9978910338547776,1696809523.4274035,1696809525.5008519,False
0,3.1210281928805035,-1.4384012898586866,1696809524.426308,1696809526.5649564,True
1,7.883110450906841,-1.4992352008363994,1696809524.426308,1696809526.5652401,False
0,2.900091221748256,-1.4709879281374931,1696809525.3653557,1696809527.6266878,True
1,7.6293659651715355,1.510142635279293,1696809525.3653557,1696809527.6269443,False
1,7.391182366351685,1.476526597290545,1696809526.50522,1696809528.6790838,True
1,7.138873272008999,-1.6499994964368205,1696809527.4846349,1696809529.74632,True
1,7.280330012246306,1.360455009235495,1696809528.637707,1696809530.7773023,True
1,6.935909347250427,1.486472933637179,1696809529.6370897,1696809531.7944012,True
1,6.521084821290606,1.575402335753974,1696809530.7589023,1696809532.7562964,True
1,6.394618303897897,1.6334177092279656,1696809531.6504347,1696809533.6591797,True
1,6.11446142237095,-1.807255879934175,1696809532.6045172,1696809534.5743446,True
1,6.0312866776367375,-1.7075188541344966,1696809533.5728338,1696809535.3569875,True
1,5.84127863337878,-1.717098392380953,1696809534.5341952,1696809536.030485,True
1,5.573227387428474,-1.7223474665345493,1696809535.3387833,1696809536.6903493,True
1,5.566373401699749,1.656852341469404,1696809536.021615,1696809537.3514736,True
1,6.3680686329567875,-0.09695590945016053,1696809536.5824964,1696809538.0072343,True
1,5.311650085359254,-1.6095096250673002,1696809537.224019,1696809538.6632013,True
1,5.165981548130004,-1.6259824981917153,1696809537.8902495,1696809539.3090112,True
1,5.010083601636257,-1.6346097443351357,1696809538.5438645,1696809539.9743352,True
1,4.911789689922496,1.6932914811582647,1696809539.234828,1696809540.6157734,True
1,4.718927675109416,-1.7609176880666662,1696809539.8685825,1696809541.2803843,True
1,4.657642844860022,1.740830400080559,1696809540.488279,1696809541.9443927,True
1,4.4746118669235955,-1.7259966952762467,1696809541.1748867,1696809542.6361797,True
1,4.3376336763186645,-1.7235196883421264,1696809541.8278766,1696809543.2967265,True
1,4.190955960539286,-1.7287890262032977,1696809542.537756,1696809543.960967,True
1,4.098384593840586,1.695780594311953,1696809543.1741743,1696809544.6343799,True
1,3.889982880534376,-1.64706386216214,1696809543.893241,1696809545.2959259,True
1,3.8221128152619537,-1.6532279496372326,1696809544.55307,1696809545.9353192,True
1,3.6743218655118883,-1.6545104463928724,1696809545.1888282,1696809546.542352,True
1,3.5299286363372175,-1.6491816918335067,1696809545.8488882,1696809547.141047,True
1,3.3374411219920823,-1.6123278451868004,1696809546.4886315,1696809547.7409894,True
1,3.3301281981117796,-1.5826135213290395,1696809546.9910285,1696809548.3361738,True
1,3.0910380779964504,-1.5909932226851131,1696809547.678741,1696809548.930926,True
1,3.0740711157947227,-1.5944388876450575,1696809548.1871996,1696809557.5107203,True
