ID,Forward,Side,Capture Time,Result Time,Active
0,7.148575104590425,1.083150096986034,1696807094.4726117,1696807095.594417,True
0,7.022684960285001,1.258011511202554,1696807094.656693,1696807096.4992802,True
0,6.9986626154720355,-1.27616803813496,1696807095.461898,1696807097.365682,True
0,6.7579601223402985,1.9491283347341863,1696807099.1789901,1696807100.7004375,True
0,6.6403705863110405,-2.1212964644947494,1696807099.9704833,1696807101.4106286,True
0,6.65072864917318,-2.0646776979762262,1696807100.6169288,1696807102.0964236,True
0,6.630146919234613,-2.0884679037605824,1696807101.2723756,1696807102.788065,True
0,6.6242354722198735,-1.9220386082659935,1696807101.9940825,1696807103.470454,True
0,6.545521642957307,1.7974301528127936,1696807102.6553068,1696807104.1694226,True
0,6.440504368417434,-1.7901034210148132,1696807103.3094668,1696807104.8700492,True
0,6.430872842745857,1.6585093050415218,1696807104.0276847,1696807105.5683923,True
0,6.3276972286509725,-1.5077435821243717,1696807104.8622692,1696807106.2674224,True
0,6.243262018822503,-1.4113119945857777,1696807105.5182567,1696807106.9585886,True
0,6.389789973612938,-1.220815979223648,1696807106.1835427,1696807107.6386871,True
0,6.1457962348774196,1.412228210090499,1696807106.824424,1696807108.340907,True
0,6.031643408831289,1.4844918403025307,1696807107.5009487,1696807109.0325134,True
0,5.930733044742308,-1.487004044154042,1696807108.3408127,1696807109.7630653,True
0,5.929133628256377,-1.5246221403184206,1696807108.9110758,1696807110.4726186,True
0,5.697535649976804,-1.6443391309484607,1696807109.7218988,1696807111.1941645,True
0,5.676099903927387,-1.6331954786086975,1696807110.3891573,1696807111.8899295,True
0,5.564510300885107,1.6837961291006456,1696807111.036051,1696807112.585541,True
0,5.598547512736574,1.560645394432377,1696807111.7690077,1696807113.302941,True
0,5.413709751557322,-1.6783300192062929,1696807112.426253,1696807114.0282652,True
0,5.234646817093666,1.6691641855901167,1696807113.2700775,1696807114.7423239,True
0,5.3175015952551785,-1.5925080769432995,1696807113.9397688,1696807115.4723566,True
0,5.112386838423779,1.625511956807681,1696807114.6796148,1696807116.2003722,True
0,5.093304045436197,-1.5935861845680888,1696807115.3505793,1696807116.9403224,True
0,5.026783522830507,-1.5746520994299102,1696807116.179405,1696807117.6724362,True
0,4.942638171713398,-1.5545151778560158,1696807116.817581,1696807118.4022923,True
0,4.714548752713075,1.5902254463374714,1696807118.358469,1696807119.9091976,True
0,4.6474886249634695,-1.5709311701791782,1696807118.9993644,1696807120.6536841,True
0,4.516615690050518,-1.620240748989899,1696807119.790808,1696807121.3964083,True
0,4.554419948908689,-1.5783689342015625,1696807120.6038132,1696807122.1496654,True
0,4.397862309821436,-1.6261775938788536,1696807121.2872827,1696807122.898473,True
0,4.309987400029561,-1.6300657616297678,1696807122.0940306,1696807123.638674,True
0,4.216770417092687,1.6131335754878016,1696807122.7700038,1696807124.3852892,True
0,4.109211126750808,-1.6197732293160305,1696807123.5760336,1696807125.148407,True
0,4.026818386287026,-1.6129268860752939,1696807124.2248724,1696807125.9197607,True
0,3.9444630022260014,-1.6067466780068962,1696807125.071431,1696807126.6534739,True
0,3.8264797141320654,-1.6045965644323223,1696807125.8811653,1696807127.3964117,True
0,3.7464255819877814,-1.5755576458596312,1696807126.5643487,1696807128.1358151,True
0,3.651140229623002,-1.5833320239113773,1696807127.3578308,1696807128.8684335,True
0,3.519401324674515,-1.598161095683004,1696807128.1264505,1696807129.5865664,True
0,3.4543270875166616,-1.57165585533886,1696807128.8075945,1696807130.3283958,True
0,3.378044965262403,-1.5666209499719335,1696807129.4496496,1696807131.0814211,True
0,3.206286972230662,-1.5714433636661453,1696807130.2692661,1696807131.8644607,True
0,3.1865562473315894,-1.5633051847645865,1696807130.947809,1696807132.6096451,True
0,3.055352655119028,-1.5745557092510358,1696807131.7559307,1696807133.4020135,True
0,2.9569321511740996,-1.5700099467150455,1696807132.5623693,1696807134.1533432,True
0,2.8404510222000656,-1.5753537823218873,1696807133.4014256,1696807134.9646869,True
