ID,Forward,Side,Capture Time,Result Time,Active
0,6.488824464360237,1.4601762851314384,1696807841.571335,1696807843.0537457,True
0,6.5068367725281036,1.440135481832886,1696807841.7411587,1696807844.2509446,True
0,6.496072861183029,1.5010121128298888,1696807843.0208993,1696807845.473559,True
0,6.718820646455257,-0.7006151734945923,1696807844.241965,1696807846.7452502,True
0,5.734507043174123,-2.4051818764803183,1696807847.5911934,1696807849.7338412,True
0,5.419827894581863,-2.5572401113037326,1696807855.8495882,1696807857.6646519,True
0,5.492917896382971,-2.456443450010001,1696807856.6440167,1696807858.590944,True
0,5.449049713665435,-2.4711761761504967,1696807857.585119,1696807859.4695878,True
0,5.4210518774962,2.476286440308167,1696807858.5269496,1696807860.36945,True
0,5.389344717125119,2.4372784624079813,1696807859.3232384,1696807861.2925396,True
0,5.17324424394013,-2.339045892869399,1696807860.294789,1696807862.199257,True
0,5.201994973818544,2.076556203224261,1696807861.2442935,1696807863.1204777,True
0,5.036415526754977,2.011172750673718,1696807862.039257,1696807864.112501,True
0,4.932035982166068,-1.9035852544843248,1696807863.0306978,1696807865.1259313,True
0,4.84434951506038,1.7557995252996164,1696807863.9898913,1696807866.1059196,True
0,4.555861275005159,1.65731754505135,1696807865.1113026,1696807867.1246967,True
0,4.436489045811952,1.6460756574264233,1696807866.0025067,1696807868.1884701,True
0,4.309396698090223,-1.581577069599032,1696807866.982398,1696807869.2267783,True
0,4.03398640621048,1.564096065220674,1696807868.142473,1696807870.2439742,True
0,3.8231615297834,-1.5341276767645473,1696807869.1327364,1696807871.3320982,True
0,3.5768592497129874,1.5233391492499975,1696807870.2304769,1696807872.397323,True
0,3.3955030357342326,-1.5113768963766843,1696807871.2209046,1696807873.484776,True
0,3.1292324695743154,-1.5162195027093177,1696807872.3382561,1696807874.6517675,True
0,2.7975530189983684,-1.520241641440754,1696807873.4544427,1696807875.9006405,True
0,2.6124045040169976,-1.5241453700000793,1696807874.5977833,1696807877.0504656,True
